,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
136,08f3861d-5511-4f65-9611-0c67ec71561c,My famili 's red car broke last year .,our famili need 2 door car good ga mileag .,We visit peopl sell car .,My parent search multipl dealership .,they bought anoth red car .,My parent bought match mope .,1
137,05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c,gina 's phone die drove highway .,"she plug front seat , backseat .",she bore without phone tri reach .,she end far .,she act like brat threw tantrum .,gina n't care electron .,1
138,e7be4ea9-4bb9-4141-90d5-351d6377c9fc,I sit porch enjoy day .,"when blue , loud bang disturb peac .",I jump surpris .,the door slam open .,I realiz I need nois sleep .,I realiz wind .,2
139,8e5c1dce-bed9-4754-9565-89b1d10b1aec,gina 's local librari book dolphin .,she need find anoth librari .,the closest one downtown .,her mother refus take .,gina mother went immedi .,gina decid walk instead .,2
140,9a37e0a5-a537-4af1-ab7d-c39c440ee8d6,alan got gun 18th birthday .,hi dad took rang practic shoot .,alan terribl shot !,but persev practic lot .,He went sleep .,He love go hunt .,2
141,0e499832-cc4e-459d-a066-de6e73aa77f9,"jay finish lunch mcdonald 's , throw away trash .","As soon threw away , realiz promo happen .",there game piec fri box fish .,He peel game piec could n't believ .,jay thought burger king awesom .,He 'd dug trash noth .,2
142,1b99f1e5-e8e4-4ae9-b05b-e5c8324e8768,there man name john .,He work factori .,the factori fire poor work .,"As result , find work .",john troubl worker .,john outstand worker .,1
143,9a6318d7-6a3e-4745-bba9-b3754190352a,kim saw mother unload shop cart park lot .,the mother 's littl toddler sit cart 's child seat .,"suddenli , mother turn , cart start roll away !","kim , realiz child great danger , lung toward cart .",kim breathlessli save child .,kim save cart let child go .,1
144,66c79a45-25be-4066-9d36-016637bd57c5,kev 's dad ask take hunt .,kev said 'd consid .,then decid n't like hunt .,He thought cruelti anim .,kev excit tri new gun .,kev decid come hunt .,2
145,598c2da4-91cb-4adb-8d09-0de672cdebe8,when emili young got go first concert .,she nervou peopl concert .,emili excit see favorit artist stage .,the concert ticket gift emili birthday .,emili decid n't want concert ticket .,thi best birthday gift emili ever .,2
146,d46e5bd9-8a43-4670-b8c7-fe56f59cceae,lina want fri donut .,she got applic donut shop .,"To delight , hire !",she start go work fri donut .,lina hate donut .,lina love new job .,2
147,5183072a-7b29-4a2e-80bb-120f3fcd8bda,My class went everglad field trip .,We sightse sever forest .,We also got opportun travel water .,the bu ride home long bore .,I invigor I got home .,I tire I got home .,2
148,70e3a2c2-6e8a-46cd-9948-2005e1e6bfac,A group worker mechan turk join forum .,they form cliqu demand power .,"andi , forum owner , enough , told much .",they haughtili stomp make forum .,the new forum rule .,they return forum later like much .,1
149,f2d60888-a0aa-4da4-b744-57ac10ae6dc2,"donna 's toddler son , Ty , n't like nail clip .",the child 's nail grown longer comfort .,donna decid wait asleep .,"onc Ty nap , donna quietli clip nail .",donna much easier time Ty asleep .,donna wish I would wake .,1
150,52255569-a048-4098-b40a-a9a96bbc754f,gina n't want sit desk near old friend .,she could feel tension .,she decid ask go librari .,her teacher agre allow go hour .,gina angri went librari .,gina felt calm arriv librari .,2
151,8585d876-38ad-4846-a5b1-3b8fbd3d8f72,vivienn want move franc america .,part immigr process interview intent .,vivienn goal career aspir .,the interview go well .,vivienn soon receiv visa mail .,vivienn grant visa .,2
152,a7dcd6a0-c9a3-4aa0-b2ed-3e80a03b2dc7,frank fill dozen water balloon throw sister .,littl know readi .,"when start attack , pull huge water gun .",It much effect balloon .,frank enrol marin biolog class .,frank bought water gun next day .,2
153,dfeaef6d-d6be-4894-983a-e9484dc3b424,matt walk mom .,suddenli saw someth shini ground .,He bent pick .,It gold ring !,matt excit lucki .,matt frustrat found .,1
154,1658b490-24a4-4f83-a42b-e6c679d0c2c2,gina 's dad pull 24 hour walgreen 's park lot .,It nearli 4 AM everyon went insid .,they need toothbrush went grandma 's hous .,It gina 's job pack left .,gina 's famili glad toothbrush n't pack .,gina felt guilti forget everyon 's toothbrush .,2
155,796ab4ea-12d3-489a-b7e8-fce2b430107c,john excit job interview .,He went interview prepar nice dress .,dure interview talk likabl .,the manag compani realli impress john 's comment .,john comment badli run thought place .,the manag decid offer john job .,2
156,09609ed5-1852-4e76-af8d-f08de3742d15,ben want glass orang juic .,there none hous .,"howev , bag orang .",He halv got juicer .,ben made freshli squeez orang juic orang .,ben sip appl juic content .,1
157,fa694d55-2291-467e-837e-cee613230e8c,reg hope snow day .,there bad storm overnight .,He got wish school cancel !,He spent whole day play snow make snowmen .,reg hope would never snow .,reg hope would get anoth snow day soon .,2
158,37c168f2-e2cc-4117-879a-abcce85af37f,carolin never drink carbon beverag .,her friend pick .,one day challeng drink soda .,carolin want win challeng .,carolin refus open soda .,carolin open soda drank one gulp !,2
159,fb9f8eff-5f05-4cd8-bb99-3ca886845607,tom cindi eat marshmallow .,but tom began get tire .,cindi suggest roast marshmallow .,and tom agre suggest .,tom got went swim .,tom enjoy roast marshmallow .,2
160,f8a23340-dc5f-48d5-82d3-8ab59a6d5042,the man deli wrap sandwich custom .,He took brown bag set counter .,the deli man took sandwich toss bag .,the bag fell sandwich hit .,the man deli said sandwich would cost .,the man deli apolog .,2
161,b0c7b950-cea5-460f-b573-a55e692120bc,bob groceri store .,"At check , realiz forgot credit card .",the woman behind offer buy groceri .,bob appreci .,He promis pay back .,bob ran away terror .,1
162,5df5e38b-ea80-4122-b43e-1cf116a83e6a,john bought new gun .,He love safeti featur .,He show friend .,It accident went .,john gun .,john surpris .,2
163,ba6d9c84-d0d1-4806-964d-2573c08e67c5,neil visit citi luxor .,He took tour learn egyptian histori .,they learn lot fact .,then picnic lunch bank nile .,neil interest egyptian histori .,neil amaz educ cultur experi .,2
164,98826835-a7e8-4441-b37c-36f2179d7651,john n't adventur tri new food .,hi mom alway made tri 2 bite someth new .,"If n't like , n't eat .",one day gave slimi look food call papaya .,john knew papaya farm need new capit invest .,"john ate , told mom never want eat .",2
165,cc2f14bc-8e8d-4c36-9a14-a7e9e89ac52e,I favorit pair sock .,last week I laundri .,one two lost .,I look everywher could n't find .,all sock account .,eventu turn .,2
166,bb4840dc-d637-4183-809a-567bb67e9935,alex ran across town get friend hous .,He n't know shoe unti .,He ran three block happen .,He trip shoelac .,alex next ran seat school board .,alex resolv alway check shoelac leav .,2
167,60642271-04f8-4129-af92-c0c6bbb206e3,nina want skateboard .,but knew girl teach !,So bought skateboard .,"she began skate , slowli .",befor long nina best basketbal player state .,over time becam realli good .,2
168,08e30459-3e8f-43f0-ac30-a4f367168e45,sal like magic .,He alway tri pull trick famili .,He tri pull rabbit hat day .,but hat rip rabbit fell .,the peopl watch congratul .,and thu sal gave magic .,2
169,59ff9775-7ab2-4aed-8a7c-1c07f9c54755,lisa want make cake .,first decid kind cake want bake .,after go buy ingredi .,she decid make chocol cake .,lisa love bake .,lisa hate bake .,1
170,c4d8548b-b1a0-4d5c-8004-bbe77d21b4a4,javier alway notic kid play handbal near hous .,He want join intimid .,one day summon courag play handbal .,He found actual nice .,javier went conveni store school .,javier began play handbal regularli .,2
171,f3b25856-827a-42ba-8ca1-0426c1b01219,gordon bought son remot control car christma .,but realiz need AA batteri .,gordon could find .,"So next day , went toy store bought car .",He bought big packag AA batteri .,He bought anoth remot control car .,1
172,31e7354c-de3a-433b-afcf-fa8885569007,mim drive highway bad snow storm .,"there much snow , mim pull car .",she notic peopl .,"she got emerg blanket backseat , ate snack .",mim pull back onto road drove faster make time .,eventu stop snow .,2
173,64abf5b2-354d-405a-a0c1-ba141fba015a,"yesterday , mother law call , want go store .","she pick 4:30 , head .",We went one store look good deal .,absolut none store anyth good buy .,We brought home six bag item .,We went home without buy anyth .,2
174,eb47c2c9-e8c7-4677-8c45-840deb78545c,betsi ran everywher went .,she run school happen .,she trip flew sever feet .,she broke arm sever place .,betsi taken hospit fit cast .,betsi play tenni afterward .,1
175,8cc7c8cf-053b-48e2-8d4d-6f520490e9ac,sarah horrifi swing grow .,she would cri everi time would go playground .,last week final attempt swing first time year .,she love much swung hour .,the swing pull around violent wind .,her fear melt away swung .,2
176,393f121a-4cd6-4781-95a3-76f88137c1aa,the malamut alway snif slide walk .,hi owner walk platform one day .,He scare slide .,they continu everi day walk .,the malamut 's owner never took slide .,the malamut eventu tri slide slide .,2
177,0fcbf8d2-a63f-4d37-b304-003c10570638,today tim 's birthday parti .,"sinc sick , could n't go .","howev , famili decid come .",We brought cake take-out food .,tim happi rememb .,tim annoy attent .,1
178,9669f392-85d9-45e8-8dc5-2b3d93b897ac,"franki love distant , aloof man .",the man love nice .,He cheat peopl town .,franki left .,franki went see movi .,franki found anoth man .,2
179,538e9d85-3ff1-483d-b8de-0c62348d225b,nanci sit near scienc build .,ian tri sneak close .,she n't notic look around .,ian threw pie directli face .,nanci caught pie began eat .,nanci began cri felt humili .,2
180,1295799e-8cd2-4da6-91cf-7515acbd14bf,georg internship .,He realli want get full time job compani .,georg work hard prove smart .,A posit open georg want .,He eagerli appli ultim hire .,So decid go home earli day quit internship .,1
181,04e42093-ebd7-4b56-990f-e34f397e13bb,all kevin want life buy fianc hous .,"He becam near obsess , save everi penni .",He work multipl job live miser .,"after year , kevin enough money payment .",kevin bought hous .,kevin use money save buy sport car .,1
182,78a60b56-2e3a-4fd6-a74f-b5b86f400540,joe account .,He never paid attent account .,until one day realiz money .,joe furious storm account 's offic .,joe went run beach .,joe ask account happen .,2
183,4a030972-fd37-43e8-b44f-6920cf9355b7,sven poor .,sven 's brother told lot money train .,So sven brother start gang .,they rob train !,sven caught jail shortli .,sven donat money chariti .,1
184,3b754b95-8b0a-4d6c-87f5-158d1de303d9,john diagnos bone cancer .,He sad felt defeat .,"but , decid enrol chemotherapi fight diseas .",He struggl two year overcom cancer .,john eventu beat cancer .,john hope would get well .,1
185,2f14cad7-8f3a-4a54-b7d8-206c515b780f,everyon told matt ate much red meat .,He ignor warn red meat health problem .,"one day juici burger , matt heart attack .",matt becam vegetarian left hospit .,He stay heart attack free rest life .,matt celebr leav hospit larg steak .,1
186,f9079515-f56d-4090-8b26-0e9d93dcb731,My daughter brought dog play dog .,her dog big full energi .,"My dog small , quiet older .",they complet opposit .,the cat made mess hous !,"both dog enjoy play togeth , anyway .",2
187,98181079-1081-48ba-bb83-031bb0046b92,I decid rent movi friend came last night .,after look select decid horror .,We pick great movi sat popcorn .,It realli scarey !,I hard time fall asleep night .,overal I dissatisfi night .,1
188,c21420d2-5652-4f20-9e1a-9f86a551e4f2,sandi louie 's mother .,louie puppi .,A nice famili adopt sandi .,they decid adopt louie .,"louie walk across sandi beach , lone .",the dog seem happi stay togeth .,2
189,3c771b38-ee3a-444c-9fc1-36748ff391bc,lia tri lose weight .,she cut junk food fatti food .,but still struggl lose weight .,then began run everi day treadmil .,she start lose weight .,she gain 50 pound .,1
190,826d3ed1-77eb-401a-a8c3-2770c0523481,I clean wed ring .,I first set cleaner soak .,I wipe brush make sure I got everyth .,then I put back cleaner bit .,I decid throw ring away .,It came sparkl .,2
191,86b42126-6fee-4bb2-94f0-5c8cecd375aa,gina like volunt homeless shelter .,she spent year go mani hour week .,the staff decid someth show appreci .,they chip got gina gift .,gina stop volunt felt unappreci .,gina touch cri gave .,2
192,ebd6c1df-2371-491f-b813-65451f92049f,tom susan marri eight year 's .,for last week susan nauseat everi morn .,thi morn took pregnanc test posit .,susan plan fanci dinner candl tell tom good news .,tom happi kid .,she never told tom .,1
193,741833b1-bdf1-4be4-ba01-2a8ca81ae7be,gina middl backseat surround sibl .,they drive town heavi traffic .,gina look window .,In next car child show mouth chew food .,gina continu stare .,gina disgust .,2
194,f2bc4f2e-e7c2-4bea-8fa4-6dd9e0b37474,greg play ball .,He bore .,He want friend .,hi friend came .,greg bore ever .,they play ball rest afternoon .,2
195,1a61f7f6-0945-4905-aef9-adb2808c22a0,pamela purchas antiqu urn garag sale .,she think would look nice decor home .,when got home notic someon 's ash .,pamela return urn .,pamela receiv full refund free urn troubl .,pamela happi purchas .,1
196,fe12762c-51e5-4bcc-8a08-667ce3304f69,jane excit go home earli .,she work clean offic night .,she ahead normal schedul .,when got final offic notic huge mess .,jane happi stay clean offic .,jane disappoint stay clean offic .,2
197,71286e60-5403-401d-98a0-9b0eff4cfa8a,kate want start new viral campaign .,kate want find way everyday citizen someth kind .,kate decid creat video campaign .,"after post video , kate got overwhelm respons .",kate disappoint .,kate pleas !,2
